Wall time,Step,Value
1636804559.565935,370500,12877.2001953125
1636804560.3187077,371000,12877.2001953125
1636804561.8361015,372000,12877.2001953125
1636804564.157058,373500,12877.2001953125
1636804564.9099147,374000,12877.2001953125
1636804567.1765258,375500,12877.2001953125
1636804567.9296787,376000,12877.2001953125
1636804568.6693444,376500,12877.2001953125
1636804570.1609323,377500,12877.2001953125
1636804571.6481373,378500,12877.2001953125
1636804573.9318154,380000,12877.2001953125
1636804574.662753,380500,12877.2001953125
1636804576.169906,381500,12877.2001953125
1636804578.4105346,383000,12877.2001953125
1636804579.1685052,383500,12877.2001953125
1636804579.917511,384000,12877.2001953125
1636804581.41719,385000,12877.2001953125
1636804582.197553,385500,12877.2001953125
1636804582.9428976,386000,12877.2001953125
1636804584.4419034,387000,12877.2001953125
1636804585.1969497,387500,12877.2001953125
1636804585.9334924,388000,12877.2001953125
1636804589.668933,390500,12877.2001953125
1636804592.6697817,392500,12877.2001953125
1636804593.421706,393000,12877.2001953125
1636804594.8902493,394000,12877.2001953125
1636804596.4157789,395000,12877.2001953125
1636804597.9318225,396000,12877.2001953125
1636804598.6795948,396500,12877.2001953125
1636804599.4427202,397000,12877.2001953125
1636804600.1920886,397500,12877.2001953125
1636804600.9451141,398000,12877.2001953125
1636804601.690619,398500,12877.2001953125
1636804603.2268267,399500,12877.2001953125
1636804604.725264,400500,12877.2001953125
1636804606.2348108,401500,12877.2001953125
1636804608.5270703,403000,12877.2001953125
1636804610.0123208,404000,12877.2001953125
1636804610.7717626,404500,12877.2001953125
1636804611.52107,405000,12877.2001953125
1636804614.508329,407000,12877.2001953125
1636804616.001909,408000,12877.2001953125
1636804616.729878,408500,12877.2001953125
1636804618.2130144,409500,12877.2001953125
1636804620.477442,411000,12877.2001953125
1636804621.957727,412000,12877.2001953125
1636804622.7137234,412500,12877.2001953125
1636804623.4580383,413000,12877.2001953125
1636804625.6941037,414500,12877.2001953125
1636804627.9209683,416000,12877.2001953125
1636804628.6757746,416500,12877.2001953125
1636804630.1697206,417500,12877.2001953125
1636804631.6541142,418500,12877.2001953125
1636804633.1410568,419500,12877.2001953125
1636804636.8632317,422000,12877.2001953125
1636804638.3382027,423000,12877.2001953125
1636804639.0822673,423500,12877.2001953125
1636804639.8444278,424000,12877.2001953125
1636804640.5866663,424500,12877.2001953125
1636804642.8528285,426000,12877.2001953125
1636804647.3396306,429000,12877.2001953125
1636804648.791767,430000,12877.2001953125
1636804649.550844,430500,12877.2001953125
1636804650.3144147,431000,12877.2001953125
1636804651.0613177,431500,12877.2001953125
1636804651.8000906,432000,12877.2001953125
1636804654.8023734,434000,12877.2001953125
1636804656.3077621,435000,12877.2001953125
1636804657.0645154,435500,12877.2001953125
1636804659.295365,437000,12877.2001953125
1636804660.0530024,437500,12877.2001953125
1636804660.796829,438000,12877.2001953125
1636804661.570863,438500,12877.2001953125
1636804662.3270233,439000,12877.2001953125
1636804663.8331568,440000,12877.2001953125
1636804664.5841663,440500,12877.2001953125
1636804665.3568234,441000,12877.2001953125
1636804666.1188636,441500,12877.2001953125
1636804667.6418068,442500,12877.2001953125
1636804669.879569,444000,12877.2001953125
1636804671.391859,445000,12877.2001953125
1636804672.1325805,445500,12877.2001953125
1636804673.6419227,446500,12877.2001953125
1636804674.382403,447000,12877.2001953125
1636804676.629119,448500,12877.2001953125
1636804677.3942094,449000,12877.2001953125
1636804678.8804204,450000,12877.2001953125
1636804679.6188786,450500,12877.2001953125
1636804684.8945029,454000,12877.2001953125
1636804685.641181,454500,12877.2001953125
1636804686.3806357,455000,12877.2001953125
1636804687.122769,455500,12877.2001953125
1636804687.860357,456000,12877.2001953125
1636804688.6309476,456500,12877.2001953125
1636804689.3585489,457000,12877.2001953125
1636804690.833921,458000,12877.2001953125
1636804691.5817058,458500,12877.2001953125
1636804692.3312466,459000,12877.2001953125
1636804694.5769238,460500,12877.2001953125
1636804695.3520565,461000,12877.2001953125
1636804696.1120117,461500,12877.2001953125
1636804696.8668337,462000,12877.2001953125
1636804698.3480108,463000,12877.2001953125
1636804702.9210029,466000,12877.2001953125
1636804703.6839554,466500,12877.2001953125
1636804704.4466684,467000,12877.2001953125
1636804705.930255,468000,12877.2001953125
1636804708.9156516,470000,12877.2001953125
1636804711.1836882,471500,12877.2001953125
1636804713.4429622,473000,12877.2001953125
1636804716.4604187,475000,12877.2001953125
1636804718.7459335,476500,12877.2001953125
1636804719.5087194,477000,12877.2001953125
1636804720.2647698,477500,12877.2001953125
1636804721.7901485,478500,12877.2001953125
1636804722.5589223,479000,12877.2001953125
1636804723.3133159,479500,12877.2001953125
1636804725.5684605,481000,12877.2001953125
1636804726.3216858,481500,12877.2001953125
1636804727.8364563,482500,12877.2001953125
1636804729.329228,483500,12877.2001953125
1636804730.0756586,484000,12877.2001953125
1636804731.5924418,485000,12877.2001953125
1636804733.076842,486000,12877.2001953125
1636804733.8188827,486500,12877.2001953125
1636804735.3038807,487500,12877.2001953125
1636804736.7887175,488500,12877.2001953125
1636804737.5274467,489000,12877.2001953125
1636804738.2911923,489500,12877.2001953125
1636804739.0407913,490000,12877.2001953125
1636804741.3130624,491500,12877.2001953125
1636804742.0710685,492000,12877.2001953125
1636804742.8384163,492500,12877.2001953125
1636804745.075904,494000,12877.2001953125
1636804745.82128,494500,12877.2001953125
1636804751.849031,498500,12877.2001953125
1636804754.1349618,500000,12877.2001953125
1636804754.8874433,500500,12877.2001953125
1636804756.389739,501500,12877.2001953125
1636804757.8837106,502500,12877.2001953125
1636804758.6428494,503000,12877.2001953125
1636804760.8791273,504500,12877.2001953125
1636804761.660939,505000,12877.2001953125
1636804763.1858666,506000,12877.2001953125
1636804763.9392948,506500,12877.2001953125
1636804764.6931036,507000,12877.2001953125
1636804765.453655,507500,12877.2001953125
1636804767.712398,509000,12877.2001953125
1636804773.6777563,513000,12877.2001953125
1636804774.4194605,513500,12877.2001953125
1636804775.1768963,514000,12877.2001953125
1636804776.634742,515000,12877.2001953125
1636804778.113938,516000,12877.2001953125
1636804778.875898,516500,12877.2001953125
1636804779.612297,517000,12877.2001953125
1636804781.0959432,518000,12877.2001953125
1636804782.5873344,519000,12877.2001953125
1636804783.3455389,519500,12877.2001953125
1636804784.1099706,520000,12877.2001953125
1636804786.3433363,521500,12877.2001953125
1636804787.084362,522000,12877.2001953125
1636804787.8321831,522500,12877.2001953125
1636804791.5421045,525000,12877.2001953125
1636804793.036652,526000,12877.2001953125
1636804793.7823613,526500,12877.2001953125
1636804795.253339,527500,12877.2001953125
1636804795.9937646,528000,12877.2001953125
1636804797.502034,529000,12877.2001953125
1636804802.080139,532000,12877.2001953125
1636804802.8534532,532500,12877.2001953125
1636804804.3735902,533500,12877.2001953125
1636804805.8705122,534500,12877.2001953125
1636804808.9061863,536500,12877.2001953125
1636804810.3763676,537500,12877.2001953125
1636804811.8688064,538500,12877.2001953125
1636804813.3453317,539500,12877.2001953125
1636804814.88801,540500,12877.2001953125
1636804816.3895428,541500,12877.2001953125
1636804817.1387644,542000,12877.2001953125
1636804817.894915,542500,12877.2001953125
1636804818.638773,543000,12877.2001953125
1636804819.3864272,543500,12877.2001953125
1636804822.3977852,545500,12877.2001953125
1636804823.8887215,546500,12877.2001953125
1636804824.6489995,547000,12877.2001953125
1636804829.151668,550000,12877.2001953125
1636804830.6300025,551000,12877.2001953125
1636804832.1332831,552000,12877.2001953125
1636804832.8847673,552500,12877.2001953125
1636804833.640622,553000,12877.2001953125
1636804838.1614943,556000,12877.2001953125
1636804840.3887982,557500,12877.2001953125
1636804841.8583107,558500,12877.2001953125
1636804844.144458,560000,12877.2001953125
1636804846.3835666,561500,12877.2001953125
1636804847.1173232,562000,12877.2001953125
1636804848.6077886,563000,12877.2001953125
1636804849.347996,563500,12877.2001953125
1636804850.0881517,564000,12877.2001953125
1636804850.8091955,564500,12877.2001953125
1636804852.3068972,565500,12877.2001953125
1636804853.0568297,566000,12877.2001953125
1636804854.5269089,567000,12877.2001953125
1636804855.2798402,567500,12877.2001953125
1636804856.0243294,568000,12877.2001953125
1636804858.2814226,569500,12877.2001953125
1636804859.0056977,570000,12877.2001953125
1636804860.5040567,571000,12877.2001953125
1636804866.523429,575000,12877.2001953125
1636804867.2690864,575500,12877.2001953125
1636804868.0089283,576000,12877.2001953125
1636804868.7494524,576500,12877.2001953125
1636804870.9607213,578000,12877.2001953125
1636804871.7008667,578500,12877.2001953125
1636804872.4511075,579000,12877.2001953125
1636804874.692664,580500,12877.2001953125
1636804875.4344802,581000,12877.2001953125
1636804876.176189,581500,12877.2001953125
1636804878.4075744,583000,12877.2001953125
1636804887.3930488,589000,12877.2001953125
1636804889.6344812,590500,12877.2001953125
1636804891.126786,591500,12877.2001953125
1636804891.8656816,592000,12877.2001953125
1636804893.3507407,593000,12877.2001953125
1636804894.0960588,593500,12877.2001953125
1636804896.3426344,595000,12877.2001953125
1636804898.59464,596500,12877.2001953125
1636804899.3326898,597000,12877.2001953125
1636804900.0685182,597500,12877.2001953125
1636804900.8053043,598000,12877.2001953125
1636804901.5490324,598500,12877.2001953125
1636804902.2848353,599000,12877.2001953125
1636804903.0282784,599500,12877.2001953125
1636804903.7779438,600000,12877.2001953125
1636804905.274737,601000,12877.2001953125
1636804906.7427678,602000,12877.2001953125
1636804907.4939735,602500,12877.2001953125
1636804908.9650424,603500,12877.2001953125
1636804910.4464104,604500,12877.2001953125
1636804911.9158158,605500,12877.2001953125
1636804912.6539156,606000,12877.2001953125
1636804913.4089246,606500,12877.2001953125
1636804914.1423635,607000,12877.2001953125
1636804914.8848746,607500,12877.2001953125
1636804915.6038625,608000,12877.2001953125
1636804918.5719173,610000,12877.2001953125
1636804922.3130033,612500,12877.2001953125
1636804923.077905,613000,12877.2001953125
1636804924.550255,614000,12877.2001953125
1636804925.2835937,614500,12877.2001953125
1636804928.3011389,616500,12877.2001953125
1636804929.0336733,617000,12877.2001953125
1636804929.762236,617500,12877.2001953125
1636804931.2534297,618500,12877.2001953125
1636804933.477682,620000,12877.2001953125
1636804935.7011886,621500,12877.2001953125
1636804937.1779041,622500,12877.2001953125
1636804938.644949,623500,12877.2001953125
1636804939.3887951,624000,12877.2001953125
1636804940.8853478,625000,12877.2001953125
1636804941.6369758,625500,12877.2001953125
1636804943.879305,627000,12877.2001953125
1636804944.6137884,627500,12877.2001953125
1636804945.3607159,628000,12877.2001953125
1636804946.8372276,629000,12877.2001953125
1636804947.5806901,629500,12877.2001953125
