Wall time,Step,Value
1636289474.2782304,567296,15865.8837890625
1636289476.7640188,569344,15852.4736328125
1636289479.2734175,571392,15836.12109375
1636289481.7516167,573440,15763.896484375
1636289484.2603602,575488,15757.443359375
1636289486.7567945,577536,15690.9599609375
1636289489.2513208,579584,15685.857421875
1636289491.7727551,581632,15663.9873046875
1636289494.2848623,583680,15641.1806640625
1636289496.7834203,585728,15667.578125
1636289499.3140767,587776,15711.8310546875
1636289501.8164728,589824,15741.1982421875
1636289504.3151746,591872,15732.693359375
1636289506.8433983,593920,15772.3740234375
1636289509.3609986,595968,15809.138671875
1636289511.84835,598016,15838.505859375
1636289514.3629603,600064,15791.076171875
1636289516.8516068,602112,15751.7548828125
1636289519.3481665,604160,15767.5322265625
1636289521.8634195,606208,15717.599609375
1636289524.3763716,608256,15681.357421875
1636289526.896444,610304,15652.1787109375
1636289529.4133499,612352,15640.7666015625
1636289531.9108775,614400,15695.2978515625
1636289534.4203613,616448,15693.1474609375
1636289536.9372325,618496,15680.6728515625
1636289539.4123814,620544,15678.5224609375
1636289541.906635,622592,15651.32421875
1636289544.438774,624640,15642.935546875
1636289546.9534795,626688,15633.224609375
1636289549.4583485,628736,15619.544921875
1636289552.0262458,630784,15684.8134765625
1636289554.519871,632832,15689.0966796875
1636289557.0151834,634880,15744.4287109375
1636289559.5253112,636928,15811.443359375
1636289562.0675695,638976,15784.9736328125
1636289564.6024156,641024,15827.3095703125
1636289567.0948176,643072,15816.5458984375
1636289569.6032665,645120,15832.86328125
1636289572.1284344,647168,15809.7421875
1636289574.663666,649216,15731.8466796875
1636289577.1731653,651264,15766.7041015625
1636289579.6911154,653312,15691.482421875
1636289582.2213693,655360,15660.6748046875
1636289584.7079859,657408,15622.2900390625
1636289587.2353039,659456,15635.115234375
1636289589.7277117,661504,15655.8505859375
1636289592.2170084,663552,15608.6728515625
1636289594.7382827,665600,15657.732421875
1636289597.2180274,667648,15656.3642578125
1636289599.7299216,669696,15679.791015625
1636289602.2418194,671744,15684.939453125
1636289604.7227104,673792,15645.0595703125
1636289607.2333014,675840,15674.7783203125
1636289609.7391257,677888,15683.4091796875
1636289612.2389007,679936,15789.99609375
1636289614.7481732,681984,15822.251953125
1636289617.2633452,684032,15847.505859375
1636289619.7461793,686080,15880.82421875
1636289622.2476387,688128,15897.9775390625
1636289624.750694,690176,15935.138671875
1636289627.301197,692224,15866.73046875
1636289629.784142,694272,15813.0986328125
1636289632.28635,696320,15849.4228515625
1636289634.8206336,698368,15871.3017578125
1636289637.3247836,700416,15882.66015625
1636289639.8528292,702464,15794.5859375
1636289642.3718605,704512,15700.986328125
1636289644.8835287,706560,15761.484375
1636289647.3990586,708608,15691.3466796875
1636289649.9092498,710656,15661.03515625
1636289652.3971636,712704,15679.5751953125
1636289654.9154034,714752,15693.7861328125
1636289657.4014246,716800,15745.5810546875
1636289659.9062805,718848,15712.091796875
1636289662.427881,720896,15727.9228515625
1636289664.9541447,722944,15677.8564453125
1636289667.47355,724992,15713.8828125
1636289670.0038993,727040,15748.326171875
1636289672.5130196,729088,15696.4140625
1636289675.0174396,731136,15691.1396484375
1636289677.5084848,733184,15705.8642578125
1636289680.021445,735232,15758.1630859375
1636289682.5425508,737280,15734.7724609375
1636289685.035105,739328,15712.2265625
1636289687.5538864,741376,15831.7109375
1636289690.063451,743424,15883.9833984375
1636289692.5677621,745472,15889.1943359375
1636289695.0671728,747520,15930.638671875
1636289697.5952199,749568,15955.07421875
1636289700.1196127,751616,16012.09765625
1636289702.6311913,753664,16003.33203125
1636289705.1677587,755712,15978.671875
1636289707.6960242,757760,15940.2509765625
1636289710.210889,759808,15898.7431640625
1636289712.7071035,761856,15820.919921875
1636289715.2018886,763904,15841.6201171875
1636289717.7154622,765952,15789.9599609375
1636289720.2370083,768000,15825.2763671875
1636289722.726099,770048,15830.6669921875
1636289725.238794,772096,15821.0546875
1636289727.7611883,774144,15889.9951171875
1636289730.2810504,776192,15890.3642578125
1636289732.7924132,778240,15824.3671875
1636289735.3280213,780288,15785.3427734375
1636289737.8518584,782336,15791.9580078125
1636289740.3643486,784384,15749.5048828125
1636289742.8915536,786432,15763.9765625
1636289745.4212766,788480,15731.6396484375
1636289747.936395,790528,15778.359375
1636289750.4553025,792576,15878.8349609375
1636289752.9826806,794624,15828.2548828125
1636289755.502173,796672,15865.9287109375
1636289758.0369644,798720,15846.173828125
1636289760.5465176,800768,15806.4033203125
1636289763.0898108,802816,15805.125
1636289765.6138513,804864,15757.60546875
1636289768.1363404,806912,15835.0947265625
1636289770.663146,808960,15853.751953125
1636289773.1986182,811008,15965.97265625
1636289775.7101574,813056,16003.7275390625
1636289778.2121801,815104,16048.09765625
1636289780.7431874,817152,16052.0673828125
1636289783.2841263,819200,16052.41796875
1636289785.7862384,821248,15983.603515625
1636289788.3392227,823296,15862.94140625
1636289790.8458774,825344,15933.4560546875
1636289793.4011006,827392,15947.0908203125
1636289795.9124494,829440,15918.0302734375
1636289798.4444437,831488,15836.4814453125
1636289800.938813,833536,15908.0224609375
1636289803.4765275,835584,15908.283203125
1636289805.975487,837632,15778.763671875
1636289808.508831,839680,15739.3076171875
1636289811.0423908,841728,15708.4736328125
1636289813.5687623,843776,15763.103515625
1636289816.0879738,845824,15810.1923828125
1636289818.6039882,847872,15780.9150390625
1636289821.1164114,849920,15812.49609375
1636289823.6517072,851968,15796.0615234375
1636289826.1609685,854016,15860.3134765625
1636289828.6984692,856064,15937.029296875
1636289831.2313998,858112,15932.115234375
1636289833.7534773,860160,15984.935546875
1636289836.2654378,862208,16019.748046875
1636289838.8128264,864256,16064.31640625
1636289841.3191373,866304,15988.3291015625
1636289843.851403,868352,15950.9697265625
1636289846.391728,870400,15877.0712890625
1636289848.9598393,872448,15792.8935546875
1636289851.4774077,874496,15746.228515625
1636289854.0054474,876544,15714.8193359375
1636289856.5151386,878592,15746.8408203125
1636289859.06718,880640,15704.8466796875
1636289861.590914,882688,15662.267578125
1636289864.104719,884736,15722.720703125
1636289866.638378,886784,15754.130859375
1636289869.1571898,888832,15803.1806640625
1636289871.6935415,890880,15779.6552734375
1636289874.2604742,892928,15811.6142578125
1636289876.8194404,894976,15853.6796875
1636289879.365519,897024,15810.30859375
1636289881.9008973,899072,15797.6279296875
1636289884.4636347,901120,15795.59375
1636289886.9934044,903168,15768.9267578125
1636289889.5242183,905216,15709.1669921875
1636289892.0447667,907264,15691.3564453125
1636289894.552699,909312,15737.435546875
1636289897.1055477,911360,15712.3984375
1636289899.6308587,913408,15694.001953125
1636289902.165366,915456,15664.0771484375
1636289904.6986809,917504,15704.2080078125
1636289907.2200398,919552,15727.482421875
1636289909.7637753,921600,15654.5458984375
1636289912.3716698,923648,15711.7861328125
1636289914.8850765,925696,15750.5400390625
1636289917.4034197,927744,15768.7197265625
1636289919.9373477,929792,15715.349609375
1636289922.482739,931840,15745.4462890625
1636289925.0162857,933888,15818.2021484375
1636289927.540246,935936,15825.2216796875
1636289930.1094189,937984,15817.8603515625
1636289932.6416981,940032,15838.7939453125
1636289935.172188,942080,15939.576171875
1636289937.7233982,944128,15938.9912109375
1636289940.2664711,946176,15957.1708984375
1636289942.8056953,948224,15913.791015625
1636289945.3541598,950272,15916.8056640625
1636289947.8952968,952320,15915.8251953125
1636289950.4365273,954368,15890.35546875
1636289952.9423745,956416,15838.326171875
1636289955.4847426,958464,15798.419921875
1636289958.0210736,960512,15835.986328125
1636289960.5541914,962560,15810.3994140625
1636289963.0971825,964608,15889.4365234375
1636289965.6276011,966656,15844.8154296875
1636289968.1954272,968704,15861.7978515625
1636289970.7035928,970752,15878.439453125
1636289973.2837582,972800,15858.9990234375
1636289975.8075056,974848,15898.958984375
1636289978.3648884,976896,15845.7236328125
1636289980.8955343,978944,15905.529296875
1636289983.4151275,980992,15885.134765625
1636289985.936989,983040,15949.7099609375
1636289988.5194716,985088,15914.16015625
1636289991.0792093,987136,15844.365234375
1636289993.6228383,989184,15858.935546875
1636289996.1312814,991232,15791.7236328125
1636289998.6693282,993280,15707.69140625
1636290001.2050877,995328,15573.8427734375
1636290003.7620277,997376,15541.3525390625
1636290006.3118386,999424,15464.529296875
1636290008.8483655,1001472,15377.9404296875
